# Simulated data set created 20223-06-08 16:08 (1000 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Generated by simulating transcripts with Sigma2 of 3 and Sigma2 of 1 and taking their ratios
# Sigma: 4, maybe. Seems to be 1.67 right now
DESC	GENE_ID	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG3	transcript0	64.83689683535287	0.07584860705702763	2.969356286035502	0.1341788554489734	49.34562578356725	35.12259642735237	0.010776158111832974	0.010569112799573318
SIG3	transcript1	13.052746100470873	77.58187322264011	340.73595181169344	87.65648267672925	0.9041018320808807	0.0	0.04587893130622554	0.0015108233807437925
SIG3	transcript2	0.0990422495004282	0.0004410473810145538	0.025350726108037326	0.20568770478855897	1.8280566376586072	0.7774654923732706	0.018577040203946	11.737076983874543
SIG3	transcript3	0.08514964686812551	0.0023945865768165	687.833182070509	227.5626543218874	0.950990819569536	2960.770114042642	0.1090048937515069	0.1711765149176267
SIG3	transcript4	0.0007057742331989824	0.07326044839545798	1.6529066000455295	17.545896860628087	0.2707257152232671	0.002519533789727311	1.1064297005734545	18999.935116259865
SIG3	transcript5	1.5724266282106247	0.02412738706513587	0.00036518766672386633	0.0013494718182997306	0.07544271130375271	1.9091061249003138	0.10205459305941973	0.950987997375632
SIG3	transcript6	190216.50848165594	52406598.187768385	2065.820434873413	956.6513069786597	354.2373235493226	2065.820434873413	33.70655616852532	3.460888265448207
SIG3	transcript7	0.006702632878997708	0.5470290030405238	0.0025851984131227473	0.0	0.46742407938785274	0.6682536360782673	0.0953780041738662	0.20726693079423594
SIG3	transcript8	0.1627538540942037	0.09695975768766653	0.012386946140261527	0.017876720820499854	0.8926149551895675	0.1007519020741784	0.0021432443539009015	8.258009194540922
SIG3	transcript9	0.37742336985455527	0.011137470797851153	15.869960445976504	168.6830063310976	0.008753693096957735	0.12109456122440077	0.013220929621695453	1.517014847996371
SIG3	transcript10	0.10603115558234118	44.923210118196195	119.32749706914132	0.6704044519687974	33.25199099559238	17.370995056848265	146.8775460473039	6515.7602332468605
SIG3	transcript11	7.1011303017868475	0.04148899681505714	4.316087810621143	0.44728412225917097	0.4243421052631579	71.73267366622885	0.520188637887462	48.221497595724564
SIG3	transcript12	3.1788422706339476	6.788059977908446	14.370080990572454	3.3424893791168104	0.3646541801820655	124.63973413591538	0.1856247010999522	376.8398381639985
SIG3	transcript13	0.05971274231435419	0.0008674476561267991	941.5472563437295	34165.098245878195	0.09411887728610165	0.002630609215056497	0.0	3.17966675701591
SIG3	transcript14	43602.096292305425	10554.88633019356	9583134.151718376	2001309.9450425357	29921130.270225797	1225580.6906131732	130.97659991789445	93.3971993787337
SIG3	transcript15	0.017876720820499854	46.377500379295405	0.0011908194705680013	0.000530774550484094	0.14185034094434654	0.5180029695619897	76.59372091884215	3.0317445737041457
SIG3	transcript16	3.2695247214270418	0.020759240808033447	2.893334021404125	6.778122924237096	0.8035013606733751	274.4319807272454	0.022922982949425613	1.7606213497232668
SIG3	transcript17	103581.1779572462	14013.439501614184	1307.1988076240775	1.9897465433274173	1043.275727538786	2604.6373647237515	40.201369577965686	1.6648033970244962
SIG3	transcript18	2.477242524183543	0.2077533700891955	0.8149031955693737	0.014701599409804762	0.0	0.009223897217991807	0.08046148532851996	3.9922457276217727
SIG3	transcript19	186.56505485011547	0.1272897074943749	0.13975521950653855	0.6035851398550933	0.6048368468535218	1.2226748358111166	0.0014330884359044316	3.5178185274319
SIG3	transcript20	0.0029742243637433806	0.08206072970383368	159.20590351101106	0.9505534393905445	22.2998158887062	144.33930337033917	0.17404764151746138	4.554201495675585
SIG3	transcript21	10.019207646095271	7.550679858322477	3399.4826620755366	50.541180615360524	0.10852394593100292	7177.837050489	849.9461017878899	1094.7481886593387
SIG3	transcript22	0.0019120985154662004	0.004579242333963715	0.2691678874123679	0.0008666918095193197	7.105934503824036	0.42521878522882034	0.3147576171273901	41257.11329539576
SIG3	transcript23	1.2733435322114568	28.78123406425293	7.134325681492109	29.363231668586558	315.53699132966267	112.90047557075641	399.94195577157365	37500.22040456482
SIG3	transcript24	0.29370894984491036	153.48154099797566	5.91326885532841	14.391940651791126	13.655829671220078	0.15455258180249656	40.482150852769976	0.12724540973121382
SIG3	transcript25	0.004820877291689138	0.16367658293156326	0.014265917085307379	0.027360625258835657	0.04575057136455299	0.0018524234354774741	0.051112781809945156	0.0038637553952253012
SIG3	transcript26	12171.489222406284	13673707.28459536	2122.5478536005207	3560.456975080931	17019.95687660605	45782.64395782644	37.301808473321124	2.7588733343520184
SIG3	transcript27	17.32874863240455	10000	561.2055979880157	312.25277957599315	8.966899349210882	2.280112508272667	108.61391646380336	5.6870238566298195
SIG3	transcript28	0.9267376609495155	0.060411754877754464	1200.9701334220138	2217.0887618241204	6.925878359783506	9.769685015451536	482.63955708032233	63.25713849374077
SIG3	transcript29	0.3657307540313642	0.5750809651963691	0.0007330787626823753	0.0026067644683288376	0.6353109374171243	1350.3309920786303	0.0241910969768231	0.11452760579765575
SIG3	transcript30	418.0151253662369	57.56141666299122	8546.611919628756	1183.320657579126	37.42641182885424	25.741984504959227	41922.46316352237	12.095968847098412
SIG3	transcript31	0.14814626013877127	0.0002654624351786474	23.715007010987282	17.54198575647241	0.28121752041573866	0.18111986046750866	0.573066552836479	0.0014649656724167774
SIG3	transcript32	0.055341229896201674	0.016784853237732468	0.0884307746638485	0.0015322056945612714	0.0002682219705549264	0.2686065921879977	0.0004193099816020514	2.627301591943948
SIG3	transcript33	0.010404988020667956	0.007663667120086499	0.031106728045844096	0.31999590734763117	0.0029997973452224134	1.8290891981293487	0.12724540973121382	0.17315301013554768
SIG3	transcript34	0.003746233334931379	257.17074703229133	130.8448423462915	14.75182704950616	13.052746100470873	180.15763686714476	9050640.329329487	600054.8560270945
SIG3	transcript35	30.503908397676476	5.3709061395970587e-05	0.0046313321509268935	0.011195420851267337	0.04462846813088695	2.356254639940609	8.58954460759944	0.10807540602038186
SIG3	transcript36	2.1269925573172124	0.010549304337865344	0.0075690836425920645	0.0009140535498019705	0.0002993804458526649	0.06302337269219216	4.294864333908235	0.2099721910134742
SIG3	transcript37	0.0017776423842604065	0.0014880842367935446	1.3525222425002852	4.554201495675585	200.71198025441427	0.23240654560336918	6.765363098698209	693.6716961968959
SIG3	transcript38	218.96445683697206	88.99175528579255	9.127281397150862	33.774327717903105	0.028113121191980207	118.42778506583221	0.015247082819836827	1.1058096080446855
SIG3	transcript39	25.367642354592764	941.5472563437295	0.3160245046338891	0.11830390928782065	0.06426269542853069	28.103976897622932	2.212997898696263e-06	0.07148280354710719
SIG3	transcript40	376.8398381639985	69.8571098338368	14241.713411524732	3622.3271515255105	576.7483070691728	108.61391646380336	6932.396438343983	2411.817487359193
SIG3	transcript41	0.777557600831244	341.7242996131755	1255.979701504853	28762.242564618835	3608.2431693707263	129.1248212000301	1356792.0844903057	19017.329785162587
SIG3	transcript42	26.456559316736513	0.34453060338394326	306.96917213569833	1725.0790413054563	0.011553646240147696	0.04523946269223467	426.6011644832605	59523.43738899387
SIG3	transcript43	1.0520478915991311	10.315989863103393	22.58886000201047	79.37908953705355	83.31164637731447	1.5732391785485247	0.8177118240454799	0.018557513401257636
SIG3	transcript44	0.0010841401699608517	0.02073083136214158	0.0016993111251230133	0.01268510232947493	0.01844870492967875	68.32772253973225	1.174266846552581	5.7996585291087885e-05
SIG3	transcript45	45.629490447331335	1396.384360898807	3.4054784389577883	72.11150773414924	24.19496954485011	4.253530744945121	3.7174562392479036	0.1854392103326059
SIG3	transcript46	0.009110927541161511	0.08423965780145354	28.209765204733877	20.587446186867258	1.5271398590540493	0.0025216096407767617	0.007819720557160723	1.446242590728625e-05
SIG3	transcript47	4.768753128128128e-05	0.0007727304998870494	0.0037881253111335714	0.001607625405010664	7.841521364061339e-05	0.004579810744587084	2.4715292913897757	0.004202230751968011
SIG3	transcript48	9.131785910644705	42392.30224445008	2483.81314802559	11777.352528380341	278.5911702376252	562.1120977752315	10897.931798248273	0.10750084090144635
SIG3	transcript49	0.8600048873543646	0.013177156790093944	0.011578272978073368	0.00020383566624250136	0.051662051881689715	1.4645661286286287e-05	0.00017349949333311313	0.1156730758879068
SIG3	transcript50	11.170310614006883	9.128905586039478	2.351113831247616	0.042269627846953366	9.137179296616567	20.15983986761498	6308.644189383071	1.8312737034044602
SIG3	transcript51	0.011137470797851153	0.0064323931072428064	0.1661951008877537	0.0029997973452224134	0.0021143155323248785	0.05251441779054372	10.441965560357984	0.26094340435152386
SIG3	transcript52	152.63516462774427	5.534258614791134	0.9043725980697752	0.14086426815665806	0.05995841441182013	64.86376208421132	0.002525221449551296	0.0009001999809541948
SIG3	transcript53	1.0548230926730324	0.014705058879574764	3.570607173448592	10000	323.9575514728807	10000	18.088197589949576	10.66993245182648
SIG3	transcript54	0.4937414983781522	29.09834004526061	7.5566048469678	101.43190351575834	1.0	190.05264186004578	13.810866967390485	0.9505534393905445
SIG3	transcript55	50.46819750199612	0.859602938490044	0.0	1.7546103269528532	0.38674914440167524	0.023598039196362226	15.86067432718476	0.00031751349612267393
SIG3	transcript56	68.1971157647282	9870.414977783166	56832.70701410495	215271.6040616346	61394.445547000614	6470725.881579005	0.2356895072187554	3446.4694896621145
SIG3	transcript57	38.692560445759646	2.035262524398979	1.8863878434992543	10000	0.05801728672655823	158.01655531439337	8.61461234892974	126.30609919092616
SIG3	transcript58	26.5214812365841	0.12684721199523008	4.656699079111079	0.39893346947300024	0.1807729018030308	0.09157838545660459	1.4246580355247846	0.1629964532096504
SIG3	transcript59	0.0	0.0021896228751063116	0.5471058644775197	1.7383709527690492	20.437366494847844	6.104616724534734	7.108760123189232	0.4693137051627618
